,Date,Country,Status,AQI Value
9870,2022-09-22,Brazil,Moderate,81
9871,2022-09-22,Brunei,Good,12
9872,2022-09-22,Bulgaria,Good,21
9875,2022-09-22,Canada,Moderate,66
9876,2022-09-22,Cape Verde,Good,28
9880,2022-09-22,Chile,Moderate,69
9881,2022-09-22,China,Very Unhealthy,204
9882,2022-09-22,Colombia,Moderate,87
9884,2022-09-22,Croatia,Good,16
9885,2022-09-22,Cyprus,Moderate,51
9886,2022-09-22,Czech Republic,Good,44
9887,2022-09-22,Denmark,Good,17
9888,2022-09-22,Dominican Republic,Good,22
9889,2022-09-22,Ecuador,Moderate,83
9892,2022-09-22,Estonia,Good,15
9893,2022-09-22,Ethiopia,Moderate,92
9894,2022-09-22,Finland,Good,18
9895,2022-09-22,France,Moderate,51
9896,2022-09-22,French Guiana,Good,49
9899,2022-09-22,Georgia,Moderate,62
9900,2022-09-22,Germany,Moderate,51
9901,2022-09-22,Ghana,Moderate,51
9903,2022-09-22,Greece,Good,31
9905,2022-09-22,Guadeloupe,Good,14
9907,2022-09-22,Guatemala,Good,37
9909,2022-09-22,Hong Kong,Moderate,55
9911,2022-09-22,Iceland,Good,7
9912,2022-09-22,India,Unhealthy,156
9913,2022-09-22,Indonesia,Moderate,93
9916,2022-09-22,Ireland,Good,20
9917,2022-09-22,Israel,Moderate,59
9918,2022-09-22,Italy,Good,44
9920,2022-09-22,Japan,Moderate,78
9922,2022-09-22,Jordan,Good,23
9923,2022-09-22,Kazakhstan,Unhealthy for Sensitive Groups,120
9924,2022-09-22,Kenya,Moderate,93
9926,2022-09-22,Kuwait,Moderate,96
9927,2022-09-22,Kyrgyzstan,Moderate,99
9928,2022-09-22,Laos,Moderate,63
9929,2022-09-22,Latvia,Good,25
9932,2022-09-22,Liechtenstein,Good,10
9933,2022-09-22,Lithuania,Good,25
9935,2022-09-22,Macao,Moderate,60
9936,2022-09-22,Macedonia,Good,32
9937,2022-09-22,Madagascar,Moderate,96
9938,2022-09-22,Malaysia,Moderate,61
9939,2022-09-22,Malta,Good,27
9940,2022-09-22,Martinique,Good,25
9941,2022-09-22,Mexico,Moderate,91
9942,2022-09-22,Moldova,Good,23
9943,2022-09-22,Monaco,Good,25
9944,2022-09-22,Mongolia,Unhealthy for Sensitive Groups,116
9945,2022-09-22,Montenegro,Good,28
9946,2022-09-22,Myanmar,Moderate,52
9947,2022-09-22,Nepal,Moderate,63
9948,2022-09-22,Netherlands,Good,44
9950,2022-09-22,New Zealand,Good,21
9951,2022-09-22,Nigeria,Unhealthy for Sensitive Groups,105
9952,2022-09-22,Norway,Good,33
9953,2022-09-22,Pakistan,Moderate,91
9954,2022-09-22,Palestinian Territory,Good,37
9955,2022-09-22,Peru,Unhealthy for Sensitive Groups,119
9956,2022-09-22,Philippines,Moderate,83
9957,2022-09-22,Poland,Good,31
9958,2022-09-22,Portugal,Good,40
9961,2022-09-22,Reunion,Good,18
9962,2022-09-22,Romania,Moderate,78
9963,2022-09-22,Russia,Unhealthy for Sensitive Groups,136
9964,2022-09-22,San Marino,Good,29
9966,2022-09-22,Serbia,Moderate,87
9967,2022-09-22,Singapore,Good,33
9968,2022-09-22,Slovakia,Good,32
9969,2022-09-22,Slovenia,Good,23
9970,2022-09-22,South Africa,Moderate,83
9971,2022-09-22,South Korea,Moderate,77
9972,2022-09-22,Spain,Moderate,64
9973,2022-09-22,Sri Lanka,Moderate,80
9975,2022-09-22,Sweden,Good,24
9976,2022-09-22,Switzerland,Good,34
9977,2022-09-22,Taiwan,Moderate,69
9978,2022-09-22,Tajikistan,Moderate,98
9979,2022-09-22,Thailand,Unhealthy for Sensitive Groups,131
9981,2022-09-22,Trinidad and Tobago,Good,20
9982,2022-09-22,Turkey,Moderate,86
9984,2022-09-22,Uganda,Moderate,75
9985,2022-09-22,Ukraine,Moderate,59
9986,2022-09-22,United Arab Emirates,Unhealthy for Sensitive Groups,106
9987,2022-09-22,United Kingdom of Great Britain and Northern Ireland,Moderate,56
9988,2022-09-22,United States of America,Unhealthy for Sensitive Groups,109
9990,2022-09-22,Vatican,Good,30
9992,2022-09-22,Vietnam,Moderate,76
9996,2023-01-12,Andorra,Good,9
9998,2023-01-12,Argentina,Good,19
9999,2023-01-12,Armenia,Moderate,95
10000,2023-01-12,Australia,Moderate,59
10001,2023-01-12,Austria,Good,24
10002,2023-01-12,Azerbaijan,Good,32
10003,2023-01-12,Bangladesh,Unhealthy for Sensitive Groups,141
10004,2023-01-12,Belarus,Moderate,55
10005,2023-01-12,Belgium,Good,11
10008,2023-01-12,Bosnia and Herzegovina,Unhealthy,159
10009,2023-01-12,Brazil,Moderate,57
10010,2023-01-12,Brunei,Good,10
10011,2023-01-12,Bulgaria,Good,21
10014,2023-01-12,Canada,Moderate,85
10015,2023-01-12,Cape Verde,Moderate,62
10018,2023-01-12,Chile,Moderate,51
10019,2023-01-12,China,Hazardous,339
10020,2023-01-12,Colombia,Moderate,80
10022,2023-01-12,Croatia,Good,28
10023,2023-01-12,Cyprus,Good,43
10024,2023-01-12,Czech Republic,Moderate,66
10025,2023-01-12,Denmark,Good,30
10026,2023-01-12,Dominican Republic,Good,21
10027,2023-01-12,Ecuador,Good,29
10030,2023-01-12,Estonia,Good,22
10031,2023-01-12,Ethiopia,Unhealthy for Sensitive Groups,150
10032,2023-01-12,Finland,Good,16
10033,2023-01-12,France,Moderate,67
10034,2023-01-12,French Guiana,Good,29
10036,2023-01-12,Georgia,Good,47
10037,2023-01-12,Germany,Good,30
10038,2023-01-12,Ghana,Moderate,83
10039,2023-01-12,Greece,Good,48
10041,2023-01-12,Guadeloupe,Good,14
10043,2023-01-12,Guatemala,Good,47
10045,2023-01-12,Hong Kong,Moderate,52
10046,2023-01-12,Iceland,Good,7
10047,2023-01-12,India,Hazardous,332
10048,2023-01-12,Indonesia,Moderate,93
10051,2023-01-12,Ireland,Good,38
10052,2023-01-12,Israel,Moderate,75
10053,2023-01-12,Italy,Moderate,72
10055,2023-01-12,Japan,Unhealthy for Sensitive Groups,128
10057,2023-01-12,Jordan,Good,21
10058,2023-01-12,Kazakhstan,Unhealthy for Sensitive Groups,105
10059,2023-01-12,Kenya,Moderate,97
10061,2023-01-12,Kuwait,Moderate,54
10062,2023-01-12,Kyrgyzstan,Unhealthy for Sensitive Groups,138
10063,2023-01-12,Laos,Moderate,78
10064,2023-01-12,Latvia,Good,29
10067,2023-01-12,Liechtenstein,Good,14
10068,2023-01-12,Lithuania,Good,27
10070,2023-01-12,Macao,Moderate,63
10071,2023-01-12,Macedonia,Moderate,65
10072,2023-01-12,Madagascar,Moderate,62
10073,2023-01-12,Malaysia,Good,46
10074,2023-01-12,Malta,Good,34
10075,2023-01-12,Martinique,Good,36
10076,2023-01-12,Mexico,Unhealthy,162
10077,2023-01-12,Moldova,Good,33
10078,2023-01-12,Monaco,Good,29
10079,2023-01-12,Mongolia,Moderate,88
10080,2023-01-12,Montenegro,Moderate,80
10081,2023-01-12,Myanmar,Unhealthy for Sensitive Groups,138
10082,2023-01-12,Nepal,Unhealthy for Sensitive Groups,114
10083,2023-01-12,Netherlands,Good,29
10085,2023-01-12,New Zealand,Good,20
10086,2023-01-12,Nigeria,Unhealthy for Sensitive Groups,105
10087,2023-01-12,Norway,Good,23
10088,2023-01-12,Pakistan,Moderate,91
10089,2023-01-12,Palestinian Territory,Good,26
10090,2023-01-12,Peru,Moderate,91
10091,2023-01-12,Philippines,Moderate,83
10092,2023-01-12,Poland,Moderate,86
10093,2023-01-12,Portugal,Good,20
10096,2023-01-12,Reunion,Good,18
10097,2023-01-12,Romania,Unhealthy for Sensitive Groups,129
10098,2023-01-12,Russia,Unhealthy for Sensitive Groups,103
10099,2023-01-12,San Marino,Good,24
10102,2023-01-12,Serbia,Unhealthy,165
10103,2023-01-12,Singapore,Good,29
10104,2023-01-12,Slovakia,Moderate,83
10105,2023-01-12,Slovenia,Moderate,72
10106,2023-01-12,South Africa,Moderate,83
10107,2023-01-12,South Korea,Unhealthy,161
10108,2023-01-12,Spain,Moderate,96
10109,2023-01-12,Sri Lanka,Moderate,92
10111,2023-01-12,Sweden,Good,24
10112,2023-01-12,Switzerland,Good,24
10113,2023-01-12,Taiwan,Unhealthy for Sensitive Groups,119
10114,2023-01-12,Tajikistan,Unhealthy,151
10115,2023-01-12,Thailand,Unhealthy for Sensitive Groups,149
10116,2023-01-12,Trinidad and Tobago,Good,44
10117,2023-01-12,Turkey,Unhealthy,180
10119,2023-01-12,Uganda,Unhealthy for Sensitive Groups,143
10120,2023-01-12,Ukraine,Moderate,82
10121,2023-01-12,United Arab Emirates,Moderate,57
10122,2023-01-12,United Kingdom of Great Britain and Northern Ireland,Good,46
10123,2023-01-12,United States of America,Unhealthy for Sensitive Groups,130
10125,2023-01-12,Vatican,Good,46
10127,2023-01-12,Vietnam,Unhealthy for Sensitive Groups,105
10131,2023-03-30,Andorra,Good,35
10133,2023-03-30,Argentina,Good,25
10134,2023-03-30,Armenia,Good,30
10135,2023-03-30,Australia,Good,29
10136,2023-03-30,Austria,Good,24
10137,2023-03-30,Azerbaijan,Good,40
10138,2023-03-30,Bangladesh,Unhealthy for Sensitive Groups,150
10139,2023-03-30,Belarus,Moderate,54
10140,2023-03-30,Belgium,Good,32
10144,2023-03-30,Bosnia and Herzegovina,Moderate,61
10145,2023-03-30,Brazil,Moderate,58
10146,2023-03-30,Brunei,Good,10
10147,2023-03-30,Bulgaria,Good,31
10150,2023-03-30,Canada,Moderate,66
10151,2023-03-30,Cape Verde,Moderate,53
10155,2023-03-30,Chile,Moderate,71
10156,2023-03-30,China,Very Unhealthy,273
10157,2023-03-30,Colombia,Moderate,86
10159,2023-03-30,Croatia,Good,28
10160,2023-03-30,Cyprus,Good,44
10161,2023-03-30,Czech Republic,Moderate,82
10162,2023-03-30,Denmark,Good,33
10163,2023-03-30,Dominican Republic,Good,19
10164,2023-03-30,Ecuador,Moderate,78
10167,2023-03-30,Estonia,Good,25
10168,2023-03-30,Ethiopia,Unhealthy,151
10169,2023-03-30,Finland,Moderate,69
10170,2023-03-30,France,Moderate,62
10171,2023-03-30,French Guiana,Good,33
10173,2023-03-30,Georgia,Good,34
10174,2023-03-30,Germany,Good,50
10175,2023-03-30,Ghana,Moderate,54
10177,2023-03-30,Greece,Good,39
10179,2023-03-30,Guadeloupe,Good,14
10181,2023-03-30,Guatemala,Moderate,53
10183,2023-03-30,Hong Kong,Moderate,58
10184,2023-03-30,Iceland,Good,24
10185,2023-03-30,India,Unhealthy,172
10186,2023-03-30,Indonesia,Moderate,66
10189,2023-03-30,Ireland,Moderate,52
10190,2023-03-30,Israel,Moderate,57
10191,2023-03-30,Italy,Moderate,52
10193,2023-03-30,Japan,Moderate,80
10195,2023-03-30,Jordan,Good,23
10196,2023-03-30,Kazakhstan,Unhealthy for Sensitive Groups,104
10197,2023-03-30,Kenya,Moderate,77
10199,2023-03-30,Kuwait,Moderate,65
10200,2023-03-30,Kyrgyzstan,Moderate,90
10201,2023-03-30,Laos,Unhealthy,188
10202,2023-03-30,Latvia,Good,50
10204,2023-03-30,Liechtenstein,Good,28
10205,2023-03-30,Lithuania,Good,23
10207,2023-03-30,Macao,Moderate,55
10208,2023-03-30,Macedonia,Unhealthy for Sensitive Groups,105
10209,2023-03-30,Madagascar,Good,37
10210,2023-03-30,Malaysia,Moderate,63
10211,2023-03-30,Malta,Good,30
10212,2023-03-30,Martinique,Good,18
10213,2023-03-30,Mexico,Unhealthy,156
10214,2023-03-30,Moldova,Good,43
10215,2023-03-30,Monaco,Good,23
10216,2023-03-30,Mongolia,Moderate,88
10217,2023-03-30,Montenegro,Moderate,62
10218,2023-03-30,Myanmar,Very Unhealthy,298
10219,2023-03-30,Nepal,Unhealthy,173
10220,2023-03-30,Netherlands,Good,50
10222,2023-03-30,New Zealand,Good,24
10223,2023-03-30,Nigeria,Moderate,74
10224,2023-03-30,Norway,Moderate,53
10225,2023-03-30,Pakistan,Moderate,66
10226,2023-03-30,Palestinian Territory,Good,36
10227,2023-03-30,Peru,Good,46
10228,2023-03-30,Philippines,Moderate,52
10229,2023-03-30,Poland,Moderate,91
10230,2023-03-30,Portugal,Good,26
10233,2023-03-30,Reunion,Good,10
10234,2023-03-30,Romania,Unhealthy for Sensitive Groups,134
10235,2023-03-30,Russia,Moderate,60
10236,2023-03-30,San Marino,Good,40
10239,2023-03-30,Serbia,Unhealthy,162
10240,2023-03-30,Singapore,Good,46
10241,2023-03-30,Slovakia,Moderate,69
10242,2023-03-30,Slovenia,Good,34
10243,2023-03-30,South Africa,Unhealthy for Sensitive Groups,117
10244,2023-03-30,South Korea,Unhealthy,163
10245,2023-03-30,Spain,Moderate,72
10246,2023-03-30,Sri Lanka,Moderate,55
10248,2023-03-30,Sweden,Good,44
10249,2023-03-30,Switzerland,Good,31
10250,2023-03-30,Taiwan,Moderate,95
10251,2023-03-30,Tajikistan,Moderate,77
10252,2023-03-30,Thailand,Hazardous,380
10254,2023-03-30,Trinidad and Tobago,Good,48
10255,2023-03-30,Turkey,Moderate,89
10257,2023-03-30,Uganda,Unhealthy for Sensitive Groups,125
10258,2023-03-30,Ukraine,Unhealthy for Sensitive Groups,117
10259,2023-03-30,United Arab Emirates,Moderate,55
10260,2023-03-30,United Kingdom of Great Britain and Northern Ireland,Moderate,64
10261,2023-03-30,United States of America,Moderate,87
10263,2023-03-30,Vatican,Good,50
10265,2023-03-30,Vietnam,Unhealthy for Sensitive Groups,150
10269,2023-04-06,Andorra,Good,19
10271,2023-04-06,Argentina,Good,18
10272,2023-04-06,Armenia,Good,42
10273,2023-04-06,Australia,Moderate,66
10274,2023-04-06,Austria,Moderate,56
10275,2023-04-06,Azerbaijan,Good,44
10277,2023-04-06,Bangladesh,Unhealthy for Sensitive Groups,135
10278,2023-04-06,Belarus,Moderate,61
10279,2023-04-06,Belgium,Moderate,84
10283,2023-04-06,Bosnia and Herzegovina,Moderate,87
10284,2023-04-06,Brazil,Moderate,59
10285,2023-04-06,Brunei,Good,13
10286,2023-04-06,Bulgaria,Good,20
10289,2023-04-06,Canada,Moderate,66
10290,2023-04-06,Cape Verde,Good,27
10294,2023-04-06,Chile,Moderate,72
10295,2023-04-06,China,Hazardous,325
10296,2023-04-06,Colombia,Moderate,92
10298,2023-04-06,Croatia,Good,47
10299,2023-04-06,Cyprus,Moderate,55
10300,2023-04-06,Czech Republic,Unhealthy for Sensitive Groups,131
10301,2023-04-06,Denmark,Good,27
10302,2023-04-06,Dominican Republic,Good,20
10303,2023-04-06,Ecuador,Good,23
10306,2023-04-06,Estonia,Good,30
10307,2023-04-06,Ethiopia,Moderate,93
10308,2023-04-06,Finland,Moderate,69
10309,2023-04-06,France,Moderate,82
10310,2023-04-06,French Guiana,Moderate,100
10312,2023-04-06,Georgia,Moderate,61
10313,2023-04-06,Germany,Moderate,74
10314,2023-04-06,Ghana,Moderate,56
10316,2023-04-06,Greece,Moderate,55
10318,2023-04-06,Guadeloupe,Good,18
10320,2023-04-06,Guatemala,Unhealthy for Sensitive Groups,131
10322,2023-04-06,Hong Kong,Moderate,62
10323,2023-04-06,Iceland,Good,13
10324,2023-04-06,India,Unhealthy,174
10325,2023-04-06,Indonesia,Moderate,80
10328,2023-04-06,Ireland,Good,27
10329,2023-04-06,Israel,Moderate,77
10330,2023-04-06,Italy,Moderate,69
10332,2023-04-06,Japan,Moderate,80
10334,2023-04-06,Jordan,Good,22
10335,2023-04-06,Kazakhstan,Moderate,84
10336,2023-04-06,Kenya,Good,43
10338,2023-04-06,Kuwait,Moderate,95
10339,2023-04-06,Kyrgyzstan,Moderate,61
10340,2023-04-06,Laos,Very Unhealthy,280
10341,2023-04-06,Latvia,Good,33
10344,2023-04-06,Liechtenstein,Good,17
10345,2023-04-06,Lithuania,Good,21
10347,2023-04-06,Macao,Moderate,63
10348,2023-04-06,Macedonia,Moderate,65
10349,2023-04-06,Madagascar,Moderate,75
10350,2023-04-06,Malaysia,Moderate,67
10351,2023-04-06,Malta,Good,32
10352,2023-04-06,Martinique,Good,44
10353,2023-04-06,Mexico,Unhealthy for Sensitive Groups,130
10354,2023-04-06,Moldova,Good,20
10355,2023-04-06,Monaco,Good,33
10356,2023-04-06,Mongolia,Moderate,77
10357,2023-04-06,Montenegro,Moderate,51
10358,2023-04-06,Myanmar,Hazardous,345
10359,2023-04-06,Nepal,Moderate,91
10360,2023-04-06,Netherlands,Moderate,85
10362,2023-04-06,New Zealand,Good,27
10363,2023-04-06,Nigeria,Moderate,99
10364,2023-04-06,Norway,Good,21
10365,2023-04-06,Pakistan,Moderate,66
10366,2023-04-06,Palestinian Territory,Moderate,52
10367,2023-04-06,Peru,Good,47
10368,2023-04-06,Philippines,Good,33
10369,2023-04-06,Poland,Unhealthy for Sensitive Groups,132
10370,2023-04-06,Portugal,Good,33
10373,2023-04-06,Reunion,Good,14
10374,2023-04-06,Romania,Moderate,89
10375,2023-04-06,Russia,Moderate,70
10376,2023-04-06,San Marino,Good,38
10379,2023-04-06,Serbia,Unhealthy for Sensitive Groups,143
10380,2023-04-06,Singapore,Good,46
10381,2023-04-06,Slovakia,Moderate,68
10382,2023-04-06,Slovenia,Moderate,68
10383,2023-04-06,South Africa,Moderate,84
10384,2023-04-06,South Korea,Very Unhealthy,271
10385,2023-04-06,Spain,Moderate,71
10386,2023-04-06,Sri Lanka,Good,44
10388,2023-04-06,Sweden,Good,48
10389,2023-04-06,Switzerland,Good,23
10390,2023-04-06,Taiwan,Moderate,82
10391,2023-04-06,Tajikistan,Good,48
10392,2023-04-06,Thailand,Hazardous,437
10394,2023-04-06,Trinidad and Tobago,Moderate,74
10395,2023-04-06,Turkey,Unhealthy for Sensitive Groups,113
10397,2023-04-06,Uganda,Moderate,98
10398,2023-04-06,Ukraine,Moderate,71
10399,2023-04-06,United Arab Emirates,Moderate,68
10400,2023-04-06,United Kingdom of Great Britain and Northern Ireland,Moderate,64
10401,2023-04-06,United States of America,Moderate,86
10403,2023-04-06,Vatican,Good,38
10405,2023-04-06,Vietnam,Unhealthy,155
10409,2023-04-13,Andorra,Good,16
10411,2023-04-13,Argentina,Good,15
10412,2023-04-13,Armenia,Good,21
10413,2023-04-13,Australia,Good,46
10414,2023-04-13,Austria,Good,18
10415,2023-04-13,Azerbaijan,Moderate,57
10417,2023-04-13,Bangladesh,Unhealthy,164
10418,2023-04-13,Belarus,Moderate,56
10419,2023-04-13,Belgium,Good,28
10423,2023-04-13,Bosnia and Herzegovina,Moderate,63
10424,2023-04-13,Brazil,Moderate,58
10425,2023-04-13,Brunei,Good,17
10426,2023-04-13,Bulgaria,Good,24
10429,2023-04-13,Canada,Moderate,63
10430,2023-04-13,Cape Verde,Moderate,73
10434,2023-04-13,Chile,Moderate,98
10435,2023-04-13,China,Hazardous,560
10436,2023-04-13,Colombia,Moderate,80
10438,2023-04-13,Croatia,Moderate,61
10439,2023-04-13,Cyprus,Good,40
10440,2023-04-13,Czech Republic,Moderate,81
10441,2023-04-13,Denmark,Good,23
10442,2023-04-13,Dominican Republic,Moderate,56
10443,2023-04-13,Ecuador,Moderate,52
10446,2023-04-13,Estonia,Good,34
10447,2023-04-13,Ethiopia,Moderate,95
10448,2023-04-13,Finland,Moderate,63
10449,2023-04-13,France,Good,45
10450,2023-04-13,French Guiana,Good,16
10452,2023-04-13,Georgia,Moderate,79
10453,2023-04-13,Germany,Good,41
10454,2023-04-13,Ghana,Moderate,67
10456,2023-04-13,Greece,Moderate,54
10458,2023-04-13,Guadeloupe,Good,12
10460,2023-04-13,Guatemala,Moderate,99
10462,2023-04-13,Hong Kong,Moderate,82
10463,2023-04-13,Iceland,Good,12
10464,2023-04-13,India,Very Unhealthy,231
10465,2023-04-13,Indonesia,Moderate,75
10468,2023-04-13,Ireland,Good,31
10469,2023-04-13,Israel,Moderate,52
10470,2023-04-13,Italy,Moderate,59
10472,2023-04-13,Japan,Unhealthy for Sensitive Groups,118
10474,2023-04-13,Jordan,Good,25
10475,2023-04-13,Kazakhstan,Moderate,79
10476,2023-04-13,Kenya,Unhealthy for Sensitive Groups,101
10478,2023-04-13,Kuwait,Unhealthy for Sensitive Groups,111
10479,2023-04-13,Kyrgyzstan,Good,48
10480,2023-04-13,Laos,Very Unhealthy,205
10481,2023-04-13,Latvia,Moderate,53
10484,2023-04-13,Liechtenstein,Good,4
10485,2023-04-13,Lithuania,Good,30
10487,2023-04-13,Macao,Moderate,80
10488,2023-04-13,Macedonia,Moderate,69
10489,2023-04-13,Madagascar,Moderate,67
10490,2023-04-13,Malaysia,Moderate,99
10491,2023-04-13,Malta,Moderate,54
10492,2023-04-13,Martinique,Good,20
10493,2023-04-13,Mexico,Unhealthy for Sensitive Groups,127
10494,2023-04-13,Moldova,Good,33
10495,2023-04-13,Monaco,Good,24
10496,2023-04-13,Mongolia,Moderate,75
10497,2023-04-13,Montenegro,Moderate,68
10498,2023-04-13,Myanmar,Hazardous,306
10499,2023-04-13,Nepal,Unhealthy,200
10500,2023-04-13,Netherlands,Good,31
10502,2023-04-13,New Zealand,Good,16
10503,2023-04-13,Nigeria,Unhealthy for Sensitive Groups,110
10504,2023-04-13,Norway,Moderate,56
10505,2023-04-13,Pakistan,Moderate,98
10506,2023-04-13,Palestinian Territory,Good,31
10507,2023-04-13,Peru,Good,47
10508,2023-04-13,Philippines,Moderate,98
10509,2023-04-13,Poland,Unhealthy for Sensitive Groups,103
10510,2023-04-13,Portugal,Good,30
10513,2023-04-13,Reunion,Good,12
10514,2023-04-13,Romania,Moderate,94
10515,2023-04-13,Russia,Moderate,96
10516,2023-04-13,San Marino,Good,39
10519,2023-04-13,Serbia,Unhealthy for Sensitive Groups,102
10520,2023-04-13,Singapore,Moderate,86
10521,2023-04-13,Slovakia,Moderate,63
10522,2023-04-13,Slovenia,Moderate,53
10523,2023-04-13,South Africa,Unhealthy for Sensitive Groups,117
10524,2023-04-13,South Korea,Unhealthy for Sensitive Groups,149
10525,2023-04-13,Spain,Moderate,92
10526,2023-04-13,Sri Lanka,Unhealthy for Sensitive Groups,101
10528,2023-04-13,Sweden,Moderate,57
10529,2023-04-13,Switzerland,Good,27
10530,2023-04-13,Taiwan,Unhealthy for Sensitive Groups,133
10531,2023-04-13,Tajikistan,Moderate,70
10532,2023-04-13,Thailand,Very Unhealthy,300
10534,2023-04-13,Trinidad and Tobago,Good,28
10535,2023-04-13,Turkey,Moderate,83
10537,2023-04-13,Uganda,Moderate,72
10538,2023-04-13,Ukraine,Moderate,77
10539,2023-04-13,United Arab Emirates,Unhealthy,194
10540,2023-04-13,United Kingdom of Great Britain and Northern Ireland,Good,44
10541,2023-04-13,United States of America,Unhealthy for Sensitive Groups,123
10543,2023-04-13,Vatican,Good,46
10545,2023-04-13,Vietnam,Unhealthy for Sensitive Groups,134
10549,2023-04-20,Andorra,Good,30
10551,2023-04-20,Argentina,Good,50
10552,2023-04-20,Armenia,Good,27
10553,2023-04-20,Australia,Good,32
10554,2023-04-20,Austria,Moderate,60
10555,2023-04-20,Azerbaijan,Good,43
10557,2023-04-20,Bangladesh,Unhealthy,163
10558,2023-04-20,Belarus,Moderate,68
10559,2023-04-20,Belgium,Moderate,51
10563,2023-04-20,Bosnia and Herzegovina,Moderate,69
10564,2023-04-20,Brazil,Moderate,55
10565,2023-04-20,Brunei,Good,14
10566,2023-04-20,Bulgaria,Good,19
10569,2023-04-20,Canada,Good,37
10570,2023-04-20,Cape Verde,Good,13
10574,2023-04-20,Chile,Unhealthy for Sensitive Groups,134
10575,2023-04-20,China,Hazardous,963
10576,2023-04-20,Colombia,Moderate,76
10578,2023-04-20,Croatia,Good,49
10579,2023-04-20,Cyprus,Good,41
10580,2023-04-20,Czech Republic,Moderate,88
10581,2023-04-20,Denmark,Good,30
10582,2023-04-20,Dominican Republic,Good,34
10583,2023-04-20,Ecuador,Good,48
10586,2023-04-20,Estonia,Good,26
10587,2023-04-20,Ethiopia,Unhealthy for Sensitive Groups,104
10588,2023-04-20,Finland,Moderate,91
10589,2023-04-20,France,Moderate,57
10590,2023-04-20,French Guiana,Good,23
10592,2023-04-20,Georgia,Moderate,72
10593,2023-04-20,Germany,Moderate,70
10594,2023-04-20,Ghana,Unhealthy for Sensitive Groups,103
10596,2023-04-20,Greece,Good,45
10598,2023-04-20,Guadeloupe,Good,22
10600,2023-04-20,Guatemala,Unhealthy for Sensitive Groups,125
10602,2023-04-20,Hong Kong,Moderate,76
10603,2023-04-20,Iceland,Good,28
10604,2023-04-20,India,Very Unhealthy,235
10605,2023-04-20,Indonesia,Moderate,68
10608,2023-04-20,Ireland,Moderate,62
10609,2023-04-20,Israel,Moderate,88
10610,2023-04-20,Italy,Moderate,61
10612,2023-04-20,Japan,Unhealthy for Sensitive Groups,131
10614,2023-04-20,Jordan,Good,33
10615,2023-04-20,Kazakhstan,Moderate,90
10616,2023-04-20,Kenya,Moderate,53
10618,2023-04-20,Kuwait,Unhealthy for Sensitive Groups,121
10619,2023-04-20,Kyrgyzstan,Moderate,88
10620,2023-04-20,Laos,Unhealthy,169
10621,2023-04-20,Latvia,Good,34
10624,2023-04-20,Liechtenstein,Good,10
10625,2023-04-20,Lithuania,Good,32
10627,2023-04-20,Macao,Unhealthy for Sensitive Groups,144
10628,2023-04-20,Macedonia,Moderate,57
10629,2023-04-20,Madagascar,Good,48
10630,2023-04-20,Malaysia,Moderate,87
10631,2023-04-20,Malta,Good,35
10632,2023-04-20,Martinique,Good,38
10633,2023-04-20,Mexico,Unhealthy for Sensitive Groups,131
10634,2023-04-20,Moldova,Good,26
10635,2023-04-20,Monaco,Good,34
10636,2023-04-20,Mongolia,Moderate,68
10637,2023-04-20,Montenegro,Good,50
10638,2023-04-20,Myanmar,Unhealthy,175
10639,2023-04-20,Nepal,Unhealthy,172
10640,2023-04-20,Netherlands,Good,34
10642,2023-04-20,New Zealand,Good,33
10643,2023-04-20,Nigeria,Unhealthy for Sensitive Groups,104
10644,2023-04-20,Norway,Moderate,67
10645,2023-04-20,Pakistan,Good,47
10646,2023-04-20,Palestinian Territory,Good,49
10647,2023-04-20,Peru,Moderate,61
10648,2023-04-20,Philippines,Good,47
10649,2023-04-20,Poland,Moderate,85
10650,2023-04-20,Portugal,Good,35
10653,2023-04-20,Reunion,Good,12
10654,2023-04-20,Romania,Unhealthy for Sensitive Groups,106
10655,2023-04-20,Russia,Moderate,76
10656,2023-04-20,San Marino,Good,46
10659,2023-04-20,Serbia,Moderate,99
10660,2023-04-20,Singapore,Moderate,51
10661,2023-04-20,Slovakia,Moderate,61
10662,2023-04-20,Slovenia,Good,41
10663,2023-04-20,South Africa,Unhealthy,155
10664,2023-04-20,South Korea,Moderate,96
10665,2023-04-20,Spain,Moderate,71
10666,2023-04-20,Sri Lanka,Moderate,78
10668,2023-04-20,Sweden,Unhealthy for Sensitive Groups,122
10669,2023-04-20,Switzerland,Good,28
10670,2023-04-20,Taiwan,Moderate,61
10671,2023-04-20,Tajikistan,Moderate,93
10672,2023-04-20,Thailand,Unhealthy,196
10674,2023-04-20,Trinidad and Tobago,Good,40
10675,2023-04-20,Turkey,Moderate,96
10677,2023-04-20,Uganda,Moderate,95
10678,2023-04-20,Ukraine,Moderate,68
10679,2023-04-20,United Arab Emirates,Moderate,74
10680,2023-04-20,United Kingdom of Great Britain and Northern Ireland,Moderate,63
10681,2023-04-20,United States of America,Moderate,98
10683,2023-04-20,Vatican,Good,46
10685,2023-04-20,Vietnam,Unhealthy,153
10688,2023-04-27,Andorra,Good,23
10690,2023-04-27,Argentina,Moderate,82
10691,2023-04-27,Armenia,Good,24
10692,2023-04-27,Australia,Good,46
10693,2023-04-27,Austria,Good,41
10694,2023-04-27,Azerbaijan,Good,37
10696,2023-04-27,Bangladesh,Unhealthy,162
