,Date,Country,Status,AQI Value
10697,2023-04-27,Belarus,Good,21
10698,2023-04-27,Belgium,Moderate,64
10702,2023-04-27,Bosnia and Herzegovina,Moderate,58
10703,2023-04-27,Brazil,Moderate,59
10704,2023-04-27,Brunei,Good,10
10705,2023-04-27,Bulgaria,Good,27
10708,2023-04-27,Canada,Moderate,65
10709,2023-04-27,Cape Verde,Good,12
10712,2023-04-27,Chile,Unhealthy,188
10713,2023-04-27,China,Unhealthy,166
10714,2023-04-27,Colombia,Moderate,78
10716,2023-04-27,Croatia,Good,36
10717,2023-04-27,Cyprus,Moderate,53
10718,2023-04-27,Czech Republic,Moderate,69
10719,2023-04-27,Denmark,Good,22
10720,2023-04-27,Dominican Republic,Good,29
10721,2023-04-27,Ecuador,Moderate,69
10724,2023-04-27,Estonia,Good,21
10725,2023-04-27,Ethiopia,Unhealthy for Sensitive Groups,137
10726,2023-04-27,Finland,Good,37
10727,2023-04-27,France,Moderate,62
10728,2023-04-27,French Guiana,Good,19
10730,2023-04-27,Georgia,Moderate,72
10731,2023-04-27,Germany,Moderate,57
10732,2023-04-27,Ghana,Moderate,72
10734,2023-04-27,Greece,Good,35
10736,2023-04-27,Guadeloupe,Good,7
10738,2023-04-27,Guatemala,Unhealthy for Sensitive Groups,141
10740,2023-04-27,Hong Kong,Moderate,74
10741,2023-04-27,Iceland,Good,6
10742,2023-04-27,India,Very Unhealthy,256
10743,2023-04-27,Indonesia,Moderate,67
10746,2023-04-27,Ireland,Moderate,54
10747,2023-04-27,Israel,Moderate,73
10748,2023-04-27,Italy,Good,42
10750,2023-04-27,Japan,Moderate,85
10752,2023-04-27,Jordan,Good,29
10753,2023-04-27,Kazakhstan,Moderate,85
10754,2023-04-27,Kenya,Moderate,60
10756,2023-04-27,Kuwait,Moderate,78
10757,2023-04-27,Kyrgyzstan,Moderate,74
10758,2023-04-27,Laos,Moderate,98
10759,2023-04-27,Latvia,Good,16
10762,2023-04-27,Liechtenstein,Good,9
10763,2023-04-27,Lithuania,Good,22
10765,2023-04-27,Macao,Moderate,91
10766,2023-04-27,Macedonia,Good,46
10767,2023-04-27,Madagascar,Unhealthy,155
10768,2023-04-27,Malaysia,Moderate,58
10769,2023-04-27,Malta,Good,44
10770,2023-04-27,Martinique,Good,9
10771,2023-04-27,Mexico,Unhealthy for Sensitive Groups,150
10772,2023-04-27,Moldova,Good,13
10773,2023-04-27,Monaco,Good,25
10774,2023-04-27,Mongolia,Moderate,65
10775,2023-04-27,Montenegro,Good,46
10776,2023-04-27,Myanmar,Unhealthy for Sensitive Groups,118
10777,2023-04-27,Nepal,Unhealthy,151
10778,2023-04-27,Netherlands,Good,46
10780,2023-04-27,New Zealand,Good,30
10781,2023-04-27,Nigeria,Moderate,92
10782,2023-04-27,Norway,Good,31
10783,2023-04-27,Pakistan,Moderate,85
10784,2023-04-27,Palestinian Territory,Good,35
10785,2023-04-27,Peru,Good,43
10786,2023-04-27,Philippines,Moderate,57
10787,2023-04-27,Poland,Moderate,82
10788,2023-04-27,Portugal,Good,18
10791,2023-04-27,Reunion,Good,18
10792,2023-04-27,Romania,Moderate,68
10793,2023-04-27,Russia,Moderate,77
10794,2023-04-27,San Marino,Good,35
10797,2023-04-27,Serbia,Unhealthy for Sensitive Groups,101
10798,2023-04-27,Singapore,Good,33
10799,2023-04-27,Slovakia,Good,50
10800,2023-04-27,Slovenia,Good,37
10801,2023-04-27,South Africa,Unhealthy for Sensitive Groups,141
10802,2023-04-27,South Korea,Unhealthy for Sensitive Groups,104
10803,2023-04-27,Spain,Moderate,72
10804,2023-04-27,Sri Lanka,Moderate,57
10806,2023-04-27,Sweden,Good,38
10807,2023-04-27,Switzerland,Good,15
10808,2023-04-27,Taiwan,Moderate,82
10809,2023-04-27,Tajikistan,Moderate,58
10810,2023-04-27,Thailand,Unhealthy,151
10812,2023-04-27,Trinidad and Tobago,Good,30
10813,2023-04-27,Turkey,Very Unhealthy,226
10815,2023-04-27,Uganda,Moderate,59
10816,2023-04-27,Ukraine,Moderate,59
10817,2023-04-27,United Arab Emirates,Moderate,69
10818,2023-04-27,United Kingdom of Great Britain and Northern Ireland,Moderate,75
10819,2023-04-27,United States of America,Moderate,100
10821,2023-04-27,Vatican,Good,30
10823,2023-04-27,Vietnam,Unhealthy for Sensitive Groups,117
10827,2023-05-04,Andorra,Good,37
10829,2023-05-04,Argentina,Good,28
10830,2023-05-04,Armenia,Good,14
10831,2023-05-04,Australia,Good,34
10832,2023-05-04,Austria,Moderate,54
10833,2023-05-04,Azerbaijan,Good,17
10835,2023-05-04,Bangladesh,Unhealthy for Sensitive Groups,135
10836,2023-05-04,Belarus,Good,35
10837,2023-05-04,Belgium,Moderate,64
10841,2023-05-04,Bosnia and Herzegovina,Moderate,56
10842,2023-05-04,Brazil,Moderate,97
10843,2023-05-04,Brunei,Good,11
10844,2023-05-04,Bulgaria,Good,24
10847,2023-05-04,Canada,Moderate,63
10848,2023-05-04,Cape Verde,Good,18
10851,2023-05-04,Chile,Unhealthy,170
10852,2023-05-04,China,Unhealthy,159
10853,2023-05-04,Colombia,Moderate,70
10855,2023-05-04,Croatia,Good,42
10856,2023-05-04,Cyprus,Moderate,60
10857,2023-05-04,Czech Republic,Moderate,89
10858,2023-05-04,Denmark,Good,27
10859,2023-05-04,Dominican Republic,Good,43
10860,2023-05-04,Ecuador,Good,27
10863,2023-05-04,Estonia,Good,24
10864,2023-05-04,Ethiopia,Unhealthy,175
10865,2023-05-04,Finland,Good,29
10866,2023-05-04,France,Moderate,63
10867,2023-05-04,French Guiana,Good,48
10868,2023-05-04,Georgia,Good,47
10869,2023-05-04,Germany,Moderate,55
10870,2023-05-04,Ghana,Moderate,55
10872,2023-05-04,Greece,Moderate,59
10874,2023-05-04,Guadeloupe,Good,12
10876,2023-05-04,Guatemala,Unhealthy for Sensitive Groups,148
10878,2023-05-04,Hong Kong,Moderate,52
10879,2023-05-04,Iceland,Good,39
10880,2023-05-04,India,Unhealthy,181
10881,2023-05-04,Indonesia,Moderate,61
10884,2023-05-04,Ireland,Moderate,56
10885,2023-05-04,Israel,Moderate,86
10886,2023-05-04,Italy,Good,40
10888,2023-05-04,Japan,Moderate,89
10890,2023-05-04,Jordan,Good,38
10891,2023-05-04,Kazakhstan,Moderate,75
10892,2023-05-04,Kenya,Moderate,99
10894,2023-05-04,Kuwait,Moderate,55
10895,2023-05-04,Kyrgyzstan,Moderate,67
10896,2023-05-04,Laos,Moderate,96
10897,2023-05-04,Latvia,Good,13
10900,2023-05-04,Liechtenstein,Good,11
10901,2023-05-04,Lithuania,Good,14
10903,2023-05-04,Macao,Moderate,57
10904,2023-05-04,Macedonia,Good,50
10905,2023-05-04,Madagascar,Moderate,54
10906,2023-05-04,Malaysia,Moderate,56
10907,2023-05-04,Malta,Good,37
10908,2023-05-04,Martinique,Good,17
10909,2023-05-04,Mexico,Unhealthy,161
10910,2023-05-04,Moldova,Good,15
10911,2023-05-04,Monaco,Good,39
10912,2023-05-04,Mongolia,Moderate,66
10913,2023-05-04,Montenegro,Good,20
10914,2023-05-04,Myanmar,Moderate,85
10915,2023-05-04,Nepal,Moderate,96
10916,2023-05-04,Netherlands,Moderate,51
10918,2023-05-04,New Zealand,Good,26
10919,2023-05-04,Nigeria,Moderate,53
10920,2023-05-04,Norway,Good,37
10921,2023-05-04,Pakistan,Unhealthy for Sensitive Groups,107
10922,2023-05-04,Palestinian Territory,Good,47
10923,2023-05-04,Peru,Good,47
10924,2023-05-04,Philippines,Good,33
10925,2023-05-04,Poland,Moderate,81
10926,2023-05-04,Portugal,Good,30
10929,2023-05-04,Reunion,Good,15
10930,2023-05-04,Romania,Moderate,67
10931,2023-05-04,Russia,Moderate,57
10932,2023-05-04,San Marino,Good,39
10935,2023-05-04,Serbia,Moderate,75
10936,2023-05-04,Singapore,Good,33
10937,2023-05-04,Slovakia,Good,48
10938,2023-05-04,Slovenia,Good,50
10939,2023-05-04,South Africa,Moderate,68
10940,2023-05-04,South Korea,Moderate,90
10941,2023-05-04,Spain,Moderate,56
10942,2023-05-04,Sri Lanka,Moderate,51
10944,2023-05-04,Sweden,Good,31
10945,2023-05-04,Switzerland,Good,23
10946,2023-05-04,Taiwan,Moderate,96
10947,2023-05-04,Tajikistan,Moderate,68
10948,2023-05-04,Thailand,Unhealthy for Sensitive Groups,146
10950,2023-05-04,Trinidad and Tobago,Good,44
10951,2023-05-04,Turkey,Unhealthy for Sensitive Groups,113
10953,2023-05-04,Uganda,Unhealthy for Sensitive Groups,109
10954,2023-05-04,Ukraine,Moderate,58
10955,2023-05-04,United Arab Emirates,Moderate,69
10956,2023-05-04,United Kingdom of Great Britain and Northern Ireland,Moderate,75
10957,2023-05-04,United States of America,Moderate,85
10959,2023-05-04,Vatican,Good,38
10961,2023-05-04,Vietnam,Unhealthy for Sensitive Groups,105
10964,2023-05-11,Andorra,Good,13
10966,2023-05-11,Argentina,Good,14
10967,2023-05-11,Armenia,Good,22
10968,2023-05-11,Australia,Good,41
10969,2023-05-11,Austria,Good,38
10970,2023-05-11,Azerbaijan,Good,35
10972,2023-05-11,Bangladesh,Unhealthy for Sensitive Groups,132
10973,2023-05-11,Belarus,Good,38
10974,2023-05-11,Belgium,Moderate,73
10978,2023-05-11,Bosnia and Herzegovina,Good,41
10979,2023-05-11,Brazil,Moderate,72
10980,2023-05-11,Brunei,Good,10
10981,2023-05-11,Bulgaria,Good,20
10984,2023-05-11,Canada,Moderate,81
10985,2023-05-11,Cape Verde,Good,36
10988,2023-05-11,Chile,Unhealthy,176
10989,2023-05-11,China,Unhealthy,153
10990,2023-05-11,Colombia,Moderate,71
10992,2023-05-11,Croatia,Good,33
10993,2023-05-11,Cyprus,Moderate,55
10994,2023-05-11,Czech Republic,Moderate,68
10995,2023-05-11,Denmark,Good,32
10996,2023-05-11,Dominican Republic,Moderate,54
10997,2023-05-11,Ecuador,Moderate,76
11000,2023-05-11,Estonia,Good,39
11001,2023-05-11,Ethiopia,Unhealthy for Sensitive Groups,131
11002,2023-05-11,Finland,Moderate,55
11003,2023-05-11,France,Good,46
11004,2023-05-11,French Guiana,Good,16
11005,2023-05-11,Georgia,Good,44
11006,2023-05-11,Germany,Moderate,71
11007,2023-05-11,Ghana,Good,47
11009,2023-05-11,Greece,Good,40
11011,2023-05-11,Guadeloupe,Good,13
11013,2023-05-11,Guatemala,Unhealthy for Sensitive Groups,124
11015,2023-05-11,Hong Kong,Moderate,71
11016,2023-05-11,Iceland,Good,20
11017,2023-05-11,India,Very Unhealthy,218
11018,2023-05-11,Indonesia,Moderate,61
11021,2023-05-11,Ireland,Good,23
11022,2023-05-11,Israel,Moderate,94
11023,2023-05-11,Italy,Moderate,73
11025,2023-05-11,Japan,Moderate,87
11027,2023-05-11,Jordan,Good,35
11028,2023-05-11,Kazakhstan,Unhealthy for Sensitive Groups,108
11029,2023-05-11,Kenya,Good,41
11031,2023-05-11,Kuwait,Moderate,97
11032,2023-05-11,Kyrgyzstan,Moderate,61
11033,2023-05-11,Laos,Moderate,74
11034,2023-05-11,Latvia,Good,15
11037,2023-05-11,Liechtenstein,Good,17
11038,2023-05-11,Lithuania,Good,31
11040,2023-05-11,Macao,Moderate,82
11041,2023-05-11,Macedonia,Good,35
11042,2023-05-11,Madagascar,Moderate,81
11043,2023-05-11,Malaysia,Moderate,73
11044,2023-05-11,Malta,Good,37
11045,2023-05-11,Martinique,Good,34
11046,2023-05-11,Mexico,Unhealthy for Sensitive Groups,142
11047,2023-05-11,Moldova,Good,32
11048,2023-05-11,Monaco,Good,26
11049,2023-05-11,Mongolia,Moderate,84
11050,2023-05-11,Montenegro,Good,19
11051,2023-05-11,Myanmar,Moderate,60
11052,2023-05-11,Nepal,Unhealthy for Sensitive Groups,113
11053,2023-05-11,Netherlands,Moderate,64
11055,2023-05-11,New Zealand,Moderate,52
11056,2023-05-11,Nigeria,Moderate,74
11057,2023-05-11,Norway,Moderate,57
11058,2023-05-11,Pakistan,Moderate,97
11059,2023-05-11,Palestinian Territory,Moderate,54
11060,2023-05-11,Peru,Moderate,68
11061,2023-05-11,Philippines,Good,40
11062,2023-05-11,Poland,Moderate,67
11063,2023-05-11,Portugal,Good,31
11066,2023-05-11,Reunion,Good,20
11067,2023-05-11,Romania,Moderate,59
11068,2023-05-11,Russia,Moderate,75
11069,2023-05-11,San Marino,Good,38
11072,2023-05-11,Serbia,Moderate,55
11073,2023-05-11,Singapore,Good,27
11074,2023-05-11,Slovakia,Good,48
11075,2023-05-11,Slovenia,Good,42
11076,2023-05-11,South Africa,Unhealthy for Sensitive Groups,150
11077,2023-05-11,South Korea,Unhealthy for Sensitive Groups,120
11078,2023-05-11,Spain,Moderate,63
11079,2023-05-11,Sri Lanka,Good,47
11081,2023-05-11,Sweden,Moderate,59
11082,2023-05-11,Switzerland,Good,17
11083,2023-05-11,Taiwan,Unhealthy for Sensitive Groups,105
11084,2023-05-11,Tajikistan,Moderate,60
11085,2023-05-11,Thailand,Unhealthy for Sensitive Groups,111
11087,2023-05-11,Trinidad and Tobago,Moderate,56
11088,2023-05-11,Turkey,Moderate,97
11090,2023-05-11,Uganda,Moderate,100
11091,2023-05-11,Ukraine,Moderate,58
11092,2023-05-11,United Arab Emirates,Moderate,79
11093,2023-05-11,United Kingdom of Great Britain and Northern Ireland,Good,46
11094,2023-05-11,United States of America,Unhealthy for Sensitive Groups,103
11096,2023-05-11,Vatican,Good,50
11098,2023-05-11,Vietnam,Moderate,94
11102,2023-05-18,Andorra,Good,27
11104,2023-05-18,Argentina,Good,21
11105,2023-05-18,Armenia,Good,19
11106,2023-05-18,Australia,Moderate,55
11107,2023-05-18,Austria,Good,36
11108,2023-05-18,Azerbaijan,Good,25
11110,2023-05-18,Bangladesh,Unhealthy,155
11111,2023-05-18,Belarus,Moderate,55
11112,2023-05-18,Belgium,Good,39
11116,2023-05-18,Bosnia and Herzegovina,Good,34
11117,2023-05-18,Brazil,Moderate,63
11118,2023-05-18,Brunei,Good,15
11119,2023-05-18,Bulgaria,Good,24
11122,2023-05-18,Canada,Unhealthy,174
11123,2023-05-18,Cape Verde,Good,34
11126,2023-05-18,Chile,Unhealthy,178
11127,2023-05-18,China,Unhealthy,158
11128,2023-05-18,Colombia,Moderate,86
11130,2023-05-18,Croatia,Good,24
11131,2023-05-18,Cyprus,Moderate,52
11132,2023-05-18,Czech Republic,Moderate,63
11133,2023-05-18,Denmark,Good,24
11134,2023-05-18,Dominican Republic,Good,32
11135,2023-05-18,Ecuador,Good,49
11138,2023-05-18,Estonia,Good,18
11139,2023-05-18,Ethiopia,Unhealthy,154
11140,2023-05-18,Finland,Good,18
11141,2023-05-18,France,Good,50
11142,2023-05-18,French Guiana,Good,12
11143,2023-05-18,Georgia,Moderate,61
11144,2023-05-18,Germany,Good,38
11145,2023-05-18,Ghana,Good,22
11147,2023-05-18,Greece,Good,43
11149,2023-05-18,Guadeloupe,Good,23
11151,2023-05-18,Guatemala,Unhealthy for Sensitive Groups,150
11153,2023-05-18,Hong Kong,Moderate,81
11154,2023-05-18,Iceland,Good,19
11155,2023-05-18,India,Hazardous,394
11156,2023-05-18,Indonesia,Moderate,94
11159,2023-05-18,Ireland,Good,38
11160,2023-05-18,Israel,Moderate,87
11161,2023-05-18,Italy,Good,44
11163,2023-05-18,Japan,Unhealthy for Sensitive Groups,144
11165,2023-05-18,Jordan,Good,31
11166,2023-05-18,Kazakhstan,Moderate,72
11167,2023-05-18,Kenya,Moderate,94
11169,2023-05-18,Kuwait,Unhealthy for Sensitive Groups,106
11170,2023-05-18,Kyrgyzstan,Moderate,55
11171,2023-05-18,Laos,Unhealthy for Sensitive Groups,103
11172,2023-05-18,Latvia,Good,4
11175,2023-05-18,Liechtenstein,Good,9
11176,2023-05-18,Lithuania,Good,18
11178,2023-05-18,Macao,Moderate,89
11179,2023-05-18,Macedonia,Good,35
11180,2023-05-18,Madagascar,Moderate,94
11181,2023-05-18,Malaysia,Moderate,69
11182,2023-05-18,Malta,Good,47
11183,2023-05-18,Martinique,Good,45
11184,2023-05-18,Mexico,Unhealthy for Sensitive Groups,111
11185,2023-05-18,Moldova,Good,13
11186,2023-05-18,Monaco,Good,15
11187,2023-05-18,Mongolia,Moderate,73
11188,2023-05-18,Montenegro,Good,24
11189,2023-05-18,Myanmar,Moderate,95
11190,2023-05-18,Nepal,Unhealthy for Sensitive Groups,128
11191,2023-05-18,Netherlands,Good,32
11193,2023-05-18,New Zealand,Good,34
11194,2023-05-18,Nigeria,Moderate,89
11195,2023-05-18,Norway,Good,21
11196,2023-05-18,Pakistan,Moderate,62
11197,2023-05-18,Palestinian Territory,Moderate,57
11198,2023-05-18,Peru,Moderate,51
11199,2023-05-18,Philippines,Moderate,73
11200,2023-05-18,Poland,Good,46
11201,2023-05-18,Portugal,Good,39
11204,2023-05-18,Reunion,Good,9
11205,2023-05-18,Romania,Moderate,73
11206,2023-05-18,Russia,Moderate,83
11207,2023-05-18,San Marino,Good,34
11210,2023-05-18,Serbia,Moderate,65
11211,2023-05-18,Singapore,Moderate,55
11212,2023-05-18,Slovakia,Good,30
11213,2023-05-18,Slovenia,Good,24
11214,2023-05-18,South Africa,Moderate,81
11215,2023-05-18,South Korea,Moderate,90
11216,2023-05-18,Spain,Moderate,62
11217,2023-05-18,Sri Lanka,Moderate,65
11218,2023-05-18,Sweden,Good,23
11219,2023-05-18,Switzerland,Good,18
11220,2023-05-18,Taiwan,Moderate,60
11221,2023-05-18,Tajikistan,Moderate,58
11222,2023-05-18,Thailand,Unhealthy for Sensitive Groups,145
11224,2023-05-18,Trinidad and Tobago,Good,25
11225,2023-05-18,Turkey,Unhealthy for Sensitive Groups,126
11227,2023-05-18,Uganda,Moderate,92
11228,2023-05-18,Ukraine,Moderate,76
11229,2023-05-18,United Arab Emirates,Moderate,60
11230,2023-05-18,United Kingdom of Great Britain and Northern Ireland,Moderate,56
11231,2023-05-18,United States of America,Unhealthy for Sensitive Groups,137
11233,2023-05-18,Vatican,Good,19
11235,2023-05-18,Vietnam,Unhealthy for Sensitive Groups,123
11239,2023-05-25,Andorra,Good,17
11241,2023-05-25,Argentina,Good,26
11242,2023-05-25,Armenia,Good,40
11243,2023-05-25,Australia,Good,48
11244,2023-05-25,Austria,Moderate,53
11245,2023-05-25,Azerbaijan,Good,38
11247,2023-05-25,Bangladesh,Unhealthy for Sensitive Groups,132
11248,2023-05-25,Belarus,Moderate,59
11249,2023-05-25,Belgium,Moderate,55
11253,2023-05-25,Bosnia and Herzegovina,Moderate,55
11254,2023-05-25,Brazil,Moderate,83
11255,2023-05-25,Brunei,Good,16
11256,2023-05-25,Bulgaria,Good,28
11259,2023-05-25,Canada,Moderate,76
11260,2023-05-25,Cape Verde,Good,44
11263,2023-05-25,Chile,Unhealthy,179
11264,2023-05-25,China,Unhealthy,191
11265,2023-05-25,Colombia,Moderate,68
11267,2023-05-25,Croatia,Good,45
11268,2023-05-25,Cyprus,Moderate,51
11269,2023-05-25,Czech Republic,Moderate,62
11270,2023-05-25,Denmark,Good,24
11271,2023-05-25,Dominican Republic,Good,27
11272,2023-05-25,Ecuador,Good,46
11275,2023-05-25,Estonia,Good,41
11276,2023-05-25,Ethiopia,Unhealthy for Sensitive Groups,144
11277,2023-05-25,Finland,Good,44
11278,2023-05-25,France,Moderate,56
11279,2023-05-25,French Guiana,Good,8
11281,2023-05-25,Georgia,Moderate,88
11282,2023-05-25,Germany,Moderate,57
11283,2023-05-25,Ghana,Moderate,56
11285,2023-05-25,Greece,Moderate,60
11287,2023-05-25,Guadeloupe,Good,11
11288,2023-05-25,Guatemala,Unhealthy for Sensitive Groups,119
11290,2023-05-25,Hong Kong,Moderate,81
11291,2023-05-25,Iceland,Good,37
11292,2023-05-25,India,Unhealthy,181
11293,2023-05-25,Indonesia,Moderate,91
11296,2023-05-25,Ireland,Good,42
11297,2023-05-25,Israel,Moderate,99
11298,2023-05-25,Italy,Moderate,64
11300,2023-05-25,Japan,Moderate,90
11302,2023-05-25,Jordan,Good,39
11303,2023-05-25,Kazakhstan,Moderate,70
11304,2023-05-25,Kenya,Moderate,92
11306,2023-05-25,Kuwait,Unhealthy,154
11307,2023-05-25,Kyrgyzstan,Moderate,55
11308,2023-05-25,Laos,Moderate,76
11309,2023-05-25,Latvia,Good,11
11312,2023-05-25,Liechtenstein,Moderate,56
11313,2023-05-25,Lithuania,Good,33
11315,2023-05-25,Macao,Unhealthy for Sensitive Groups,104
11316,2023-05-25,Macedonia,Moderate,54
11317,2023-05-25,Madagascar,Moderate,88
11318,2023-05-25,Malaysia,Moderate,68
11319,2023-05-25,Malta,Good,41
11320,2023-05-25,Martinique,Good,21
11321,2023-05-25,Mexico,Unhealthy for Sensitive Groups,121
11322,2023-05-25,Moldova,Good,13
11323,2023-05-25,Monaco,Good,37
11324,2023-05-25,Mongolia,Moderate,67
11325,2023-05-25,Montenegro,Moderate,59
11326,2023-05-25,Myanmar,Moderate,89
11327,2023-05-25,Nepal,Moderate,82
11328,2023-05-25,Netherlands,Good,45
11330,2023-05-25,New Zealand,Good,21
11331,2023-05-25,Nigeria,Moderate,85
11332,2023-05-25,Norway,Good,40
11333,2023-05-25,Pakistan,Moderate,64
11334,2023-05-25,Palestinian Territory,Moderate,79
11335,2023-05-25,Peru,Good,37
11336,2023-05-25,Philippines,Moderate,96
11337,2023-05-25,Poland,Moderate,93
11338,2023-05-25,Portugal,Good,29
11341,2023-05-25,Reunion,Good,16
11342,2023-05-25,Romania,Moderate,70
11343,2023-05-25,Russia,Unhealthy for Sensitive Groups,107
11344,2023-05-25,San Marino,Good,50
11347,2023-05-25,Serbia,Moderate,89
11348,2023-05-25,Singapore,Good,48
11349,2023-05-25,Slovakia,Moderate,53
11350,2023-05-25,Slovenia,Good,39
11351,2023-05-25,South Africa,Unhealthy for Sensitive Groups,138
11352,2023-05-25,South Korea,Moderate,85
11353,2023-05-25,Spain,Moderate,74
11354,2023-05-25,Sri Lanka,Good,32
11355,2023-05-25,Sweden,Good,39
11356,2023-05-25,Switzerland,Good,19
11357,2023-05-25,Taiwan,Moderate,85
11358,2023-05-25,Tajikistan,Moderate,59
11359,2023-05-25,Thailand,Unhealthy for Sensitive Groups,111
11361,2023-05-25,Trinidad and Tobago,Good,16
11362,2023-05-25,Turkey,Unhealthy for Sensitive Groups,135
11364,2023-05-25,Uganda,Unhealthy for Sensitive Groups,138
11365,2023-05-25,Ukraine,Moderate,63
11366,2023-05-25,United Arab Emirates,Moderate,91
11367,2023-05-25,United Kingdom of Great Britain and Northern Ireland,Moderate,57
11368,2023-05-25,United States of America,Moderate,100
11370,2023-05-25,Vatican,Moderate,53
11372,2023-05-25,Vietnam,Moderate,86
11376,2023-06-01,Andorra,Good,24
11378,2023-06-01,Argentina,Moderate,63
11379,2023-06-01,Armenia,Good,24
11380,2023-06-01,Australia,Good,39
11381,2023-06-01,Austria,Good,50
11382,2023-06-01,Azerbaijan,Good,21
11384,2023-06-01,Bangladesh,Unhealthy,159
11385,2023-06-01,Belarus,Good,12
11386,2023-06-01,Belgium,Moderate,82
11390,2023-06-01,Bosnia and Herzegovina,Moderate,63
11391,2023-06-01,Brazil,Moderate,57
11392,2023-06-01,Brunei,Good,12
11393,2023-06-01,Bulgaria,Good,24
11396,2023-06-01,Canada,Unhealthy for Sensitive Groups,101
11397,2023-06-01,Cape Verde,Good,34
11400,2023-06-01,Chile,Unhealthy,199
11401,2023-06-01,China,Unhealthy,158
11402,2023-06-01,Colombia,Moderate,61
11404,2023-06-01,Croatia,Moderate,57
11405,2023-06-01,Cyprus,Moderate,53
11406,2023-06-01,Czech Republic,Moderate,67
11407,2023-06-01,Denmark,Good,27
11408,2023-06-01,Dominican Republic,Good,18
11409,2023-06-01,Ecuador,Moderate,88
11412,2023-06-01,Estonia,Good,24
11413,2023-06-01,Ethiopia,Unhealthy for Sensitive Groups,139
11414,2023-06-01,Finland,Good,22
11415,2023-06-01,France,Moderate,75
11416,2023-06-01,French Guiana,Good,6
11418,2023-06-01,Georgia,Moderate,53
11419,2023-06-01,Germany,Moderate,71
11420,2023-06-01,Ghana,Moderate,58
11422,2023-06-01,Greece,Moderate,62
11424,2023-06-01,Guadeloupe,Good,14
11426,2023-06-01,Guatemala,Unhealthy for Sensitive Groups,113
11428,2023-06-01,Hong Kong,Good,48
11429,2023-06-01,Iceland,Good,6
11430,2023-06-01,India,Unhealthy,167
11431,2023-06-01,Indonesia,Unhealthy for Sensitive Groups,107
